Name,Date,Republican,Democrat,Size
Emerson,11/01 - 11/02,53.9,44.8,800
Selzer,10/28 - 10/31,44.0,47.0,808
Cygnal,9/27 - 9/28,51.3,44.6,600
Selzer,9/08 - 9/11,47.0,43.0,656
