Name,Date,Republican,Democrat,Size
Siena,9/27 - 9/29,29.0,61.0,504
PPP (D),8/21 - 8/22,32.0,63.0,1029
Siena,6/23 - 6/25,32.0,57.0,806
Siena,5/17 - 5/21,32.0,57.0,796
Quinnipiac,4/30 - 5/4,32.0,55.0,915
Siena,4/19 - 4/23,29.0,65.0,803
Siena,3/22 - 3/26,33.0,58.0,566
Siena,2/16 - 2/20,36.0,55.0,658
